guardian_id,student_id,academic_year,term,student_fee_payment_days_late,student_fee_default_count_lifetime,session_start_paid_flag,guardian_message_open_rate,guardian_avg_response_time_hrs,fee_default_risk_label
GRD-00294,STU-00294,2024,Second_Term_Jan_Apr,46,1,0,71.8,2.3,LOW
GRD-00295,STU-00295,2024,Third_Term_May_Jul,0,1,1,26.4,67.0,LOW
GRD-00296,STU-00296,2023,Second_Term_Jan_Apr,38,0,0,76.4,2.6,LOW
GRD-00297,STU-00297,2024,First_Term_Sep_Dec,0,1,1,25.5,74.6,LOW
GRD-00298,STU-00298,2025,Second_Term_Jan_Apr,20,0,0,34.9,0.7,LOW
GRD-00299,STU-00299,2023,Second_Term_Jan_Apr,16,0,0,28.2,0.5,LOW
GRD-00300,STU-00300,2025,Third_Term_May_Jul,9,1,0,15.2,78.9,LOW
GRD-00301,STU-00301,2025,Second_Term_Jan_Apr,18,1,0,18.9,66.6,LOW
GRD-00302,STU-00302,2025,Second_Term_Jan_Apr,20,0,0,36.8,,MEDIUM
GRD-00303,STU-00303,2025,Third_Term_May_Jul,0,2,1,36.4,80.5,LOW
GRD-00304,STU-00304,2024,First_Term_Sep_Dec,0,0,0,29.2,81.3,LOW
GRD-00305,STU-00305,2024,First_Term_Sep_Dec,0,2,0,29.1,55.0,LOW
GRD-00306,STU-00306,2023,First_Term_Sep_Dec,0,1,0,15.8,63.8,LOW
GRD-00307,STU-00307,2025,First_Term_Sep_Dec,13,1,0,27.0,73.7,LOW
GRD-00308,STU-00308,2024,First_Term_Sep_Dec,0,2,1,22.5,60.5,LOW
GRD-00309,STU-00309,2024,Second_Term_Jan_Apr,167,3,0,3.5,,HIGH
GRD-00310,STU-00310,2023,First_Term_Sep_Dec,16,1,0,99.1,3.8,LOW
GRD-00311,STU-00311,2025,Second_Term_Jan_Apr,26,0,0,81.7,4.5,LOW
GRD-00312,STU-00312,2024,Third_Term_May_Jul,44,2,0,27.6,50.5,MEDIUM
GRD-00313,STU-00313,2025,First_Term_Sep_Dec,11,0,0,31.2,0.6,LOW
GRD-00314,STU-00314,2024,Second_Term_Jan_Apr,24,0,0,29.0,0.4,LOW
GRD-00315,STU-00315,2023,First_Term_Sep_Dec,90,4,0,0.8,,HIGH
GRD-00316,STU-00316,2025,Second_Term_Jan_Apr,64,2,0,22.4,89.1,MEDIUM
GRD-00317,STU-00317,2024,Second_Term_Jan_Apr,50,3,0,35.3,45.8,MEDIUM
GRD-00318,STU-00318,2024,Second_Term_Jan_Apr,105,6,0,7.3,,HIGH
GRD-00319,STU-00319,2023,First_Term_Sep_Dec,90,5,0,7.2,,HIGH
GRD-00320,STU-00320,2025,Third_Term_May_Jul,26,1,0,95.9,5.4,LOW
GRD-00321,STU-00321,2025,Second_Term_Jan_Apr,117,5,0,5.8,,HIGH
GRD-00322,STU-00322,2025,First_Term_Sep_Dec,3,1,0,30.5,42.2,LOW
GRD-00323,STU-00323,2024,First_Term_Sep_Dec,90,5,0,7.8,,HIGH
GRD-00324,STU-00324,2023,First_Term_Sep_Dec,82,2,0,32.3,53.8,MEDIUM
GRD-00325,STU-00325,2023,First_Term_Sep_Dec,15,0,0,85.2,4.1,LOW
GRD-00326,STU-00326,2024,Second_Term_Jan_Apr,20,0,0,79.7,2.6,LOW
GRD-00327,STU-00327,2025,Second_Term_Jan_Apr,12,0,0,22.8,,LOW
GRD-00328,STU-00328,2023,Third_Term_May_Jul,25,0,0,100.0,1.5,LOW
GRD-00329,STU-00329,2023,Second_Term_Jan_Apr,15,0,0,29.8,0.5,LOW
GRD-00330,STU-00330,2024,Second_Term_Jan_Apr,15,0,0,30.5,,MEDIUM
GRD-00331,STU-00331,2023,First_Term_Sep_Dec,16,0,0,99.9,1.9,LOW
GRD-00332,STU-00332,2024,Second_Term_Jan_Apr,19,0,0,36.9,,MEDIUM
GRD-00333,STU-00333,2023,Third_Term_May_Jul,20,1,0,24.2,69.9,LOW
GRD-00334,STU-00334,2023,First_Term_Sep_Dec,11,0,0,30.6,,LOW
GRD-00335,STU-00335,2025,Third_Term_May_Jul,12,0,0,29.5,,LOW
GRD-00336,STU-00336,2023,Third_Term_May_Jul,29,1,0,96.2,6.0,LOW
GRD-00337,STU-00337,2025,Second_Term_Jan_Apr,115,2,0,1.9,,HIGH
GRD-00338,STU-00338,2025,Second_Term_Jan_Apr,39,1,0,15.5,77.8,MEDIUM
GRD-00339,STU-00339,2025,First_Term_Sep_Dec,10,1,0,100.0,4.5,LOW
GRD-00340,STU-00340,2025,Second_Term_Jan_Apr,111,2,0,1.1,,HIGH
GRD-00341,STU-00341,2023,Third_Term_May_Jul,59,1,0,28.1,87.7,MEDIUM
GRD-00342,STU-00342,2023,Second_Term_Jan_Apr,16,0,0,85.3,4.2,LOW
GRD-00343,STU-00343,2025,Second_Term_Jan_Apr,18,0,0,30.1,,MEDIUM
GRD-00344,STU-00344,2025,First_Term_Sep_Dec,0,0,1,89.3,5.1,LOW
GRD-00345,STU-00345,2024,Second_Term_Jan_Apr,92,3,0,8.8,,HIGH
GRD-00346,STU-00346,2025,Third_Term_May_Jul,22,0,0,28.3,0.4,LOW
GRD-00347,STU-00347,2024,Second_Term_Jan_Apr,18,0,0,34.3,0.9,LOW
GRD-00348,STU-00348,2023,Third_Term_May_Jul,19,0,0,32.3,0.3,LOW
GRD-00349,STU-00349,2025,Second_Term_Jan_Apr,32,0,0,74.5,5.2,LOW
GRD-00350,STU-00350,2025,First_Term_Sep_Dec,3,1,0,25.5,68.2,LOW
GRD-00351,STU-00351,2024,Second_Term_Jan_Apr,18,0,0,20.8,0.6,LOW
GRD-00352,STU-00352,2023,First_Term_Sep_Dec,0,1,0,28.2,45.9,LOW
GRD-00353,STU-00353,2024,First_Term_Sep_Dec,0,0,1,88.3,3.4,LOW
GRD-00354,STU-00354,2025,Second_Term_Jan_Apr,49,0,0,75.3,3.6,LOW
GRD-00355,STU-00355,2024,Third_Term_May_Jul,20,0,0,30.1,0.8,LOW
GRD-00356,STU-00356,2025,Second_Term_Jan_Apr,52,1,0,78.0,1.2,LOW
GRD-00357,STU-00357,2025,Second_Term_Jan_Apr,51,0,0,77.6,4.3,LOW
GRD-00358,STU-00358,2025,Third_Term_May_Jul,11,0,0,28.1,0.4,LOW
GRD-00359,STU-00359,2025,First_Term_Sep_Dec,18,0,0,26.8,0.5,LOW
GRD-00360,STU-00360,2025,Second_Term_Jan_Apr,25,0,0,87.1,5.4,LOW
GRD-00361,STU-00361,2023,First_Term_Sep_Dec,0,1,1,97.8,5.3,LOW
GRD-00362,STU-00362,2024,First_Term_Sep_Dec,20,1,0,88.2,4.1,LOW
GRD-00363,STU-00363,2023,Third_Term_May_Jul,16,1,0,35.5,76.6,LOW
GRD-00364,STU-00364,2023,First_Term_Sep_Dec,18,0,0,35.4,0.4,LOW
GRD-00365,STU-00365,2023,Third_Term_May_Jul,36,1,0,100.0,4.6,LOW
GRD-00366,STU-00366,2023,Third_Term_May_Jul,30,2,0,23.2,98.3,LOW
GRD-00367,STU-00367,2024,Second_Term_Jan_Apr,99,2,0,29.3,65.7,MEDIUM
GRD-00368,STU-00368,2025,Third_Term_May_Jul,0,0,1,100.0,4.7,LOW
GRD-00369,STU-00369,2025,Third_Term_May_Jul,59,1,0,31.6,57.6,MEDIUM
GRD-00370,STU-00370,2025,Second_Term_Jan_Apr,35,0,0,78.3,2.9,LOW
GRD-00371,STU-00371,2024,Second_Term_Jan_Apr,20,0,0,24.2,0.8,LOW
GRD-00372,STU-00372,2023,Second_Term_Jan_Apr,0,1,0,20.3,82.6,LOW
GRD-00373,STU-00373,2025,Second_Term_Jan_Apr,13,0,0,31.5,84.3,LOW
GRD-00374,STU-00374,2024,Second_Term_Jan_Apr,36,0,0,77.9,7.2,LOW
GRD-00375,STU-00375,2023,First_Term_Sep_Dec,54,2,0,27.6,47.9,MEDIUM
GRD-00376,STU-00376,2025,Third_Term_May_Jul,102,3,0,3.1,,HIGH
GRD-00377,STU-00377,2024,Third_Term_May_Jul,25,2,0,32.2,44.8,LOW
GRD-00378,STU-00378,2024,Third_Term_May_Jul,165,5,0,2.2,,HIGH
GRD-00379,STU-00379,2024,Second_Term_Jan_Apr,25,1,0,73.8,4.7,LOW
GRD-00380,STU-00380,2025,Third_Term_May_Jul,12,2,0,16.7,69.5,LOW
GRD-00381,STU-00381,2024,Second_Term_Jan_Apr,17,0,0,33.8,0.1,LOW
GRD-00382,STU-00382,2023,First_Term_Sep_Dec,22,1,0,94.4,3.3,LOW
GRD-00383,STU-00383,2025,Second_Term_Jan_Apr,105,3,0,2.4,,HIGH
GRD-00384,STU-00384,2025,Third_Term_May_Jul,27,0,0,91.4,3.9,LOW
GRD-00385,STU-00385,2024,Third_Term_May_Jul,13,0,0,35.5,,LOW
GRD-00386,STU-00386,2024,First_Term_Sep_Dec,0,1,1,87.8,3.1,LOW
GRD-00387,STU-00387,2024,First_Term_Sep_Dec,19,1,0,100.0,4.2,LOW
GRD-00388,STU-00388,2023,Third_Term_May_Jul,0,2,1,21.9,64.0,LOW
GRD-00389,STU-00389,2023,Second_Term_Jan_Apr,19,0,0,30.4,0.3,LOW
GRD-00390,STU-00390,2024,Second_Term_Jan_Apr,0,1,1,75.0,3.6,LOW
GRD-00391,STU-00391,2025,First_Term_Sep_Dec,81,1,0,29.0,55.6,MEDIUM
GRD-00392,STU-00392,2023,Second_Term_Jan_Apr,65,2,0,23.8,51.7,MEDIUM
GRD-00393,STU-00393,2025,First_Term_Sep_Dec,60,2,0,29.9,68.1,MEDIUM
GRD-00394,STU-00394,2024,Second_Term_Jan_Apr,19,0,0,38.6,0.3,LOW
GRD-00395,STU-00395,2023,Third_Term_May_Jul,30,1,0,99.2,2.7,LOW
GRD-00396,STU-00396,2024,Second_Term_Jan_Apr,110,5,0,5.0,,HIGH
GRD-00397,STU-00397,2025,Second_Term_Jan_Apr,29,2,0,17.6,83.2,LOW
GRD-00398,STU-00398,2025,Second_Term_Jan_Apr,21,0,0,28.7,,MEDIUM
GRD-00399,STU-00399,2025,Second_Term_Jan_Apr,34,0,0,70.8,3.2,LOW
GRD-00400,STU-00400,2023,First_Term_Sep_Dec,22,0,0,20.0,,MEDIUM
GRD-00401,STU-00401,2025,Third_Term_May_Jul,15,0,0,35.4,0.5,LOW
GRD-00402,STU-00402,2023,First_Term_Sep_Dec,51,1,0,17.9,77.3,MEDIUM
GRD-00403,STU-00403,2025,First_Term_Sep_Dec,19,0,0,95.8,3.0,LOW
GRD-00404,STU-00404,2025,Third_Term_May_Jul,0,1,1,24.8,64.2,LOW
GRD-00405,STU-00405,2023,Second_Term_Jan_Apr,39,1,0,76.6,8.0,LOW
GRD-00406,STU-00406,2023,Second_Term_Jan_Apr,11,0,0,40.0,0.4,LOW
GRD-00407,STU-00407,2024,Third_Term_May_Jul,32,1,0,28.8,84.0,MEDIUM
GRD-00408,STU-00408,2024,Third_Term_May_Jul,12,1,0,25.6,,MEDIUM
GRD-00409,STU-00409,2025,Second_Term_Jan_Apr,28,1,0,83.7,5.8,LOW
GRD-00410,STU-00410,2024,Third_Term_May_Jul,38,2,0,31.0,61.5,MEDIUM
GRD-00411,STU-00411,2025,First_Term_Sep_Dec,16,0,0,89.2,3.0,LOW
GRD-00412,STU-00412,2023,Third_Term_May_Jul,129,4,0,6.2,,HIGH
GRD-00413,STU-00413,2025,Third_Term_May_Jul,15,0,0,21.3,0.2,LOW
GRD-00414,STU-00414,2023,First_Term_Sep_Dec,18,0,0,96.7,4.5,LOW
GRD-00415,STU-00415,2023,Third_Term_May_Jul,28,1,0,34.2,45.3,LOW
GRD-00416,STU-00416,2025,Second_Term_Jan_Apr,117,3,0,6.3,,HIGH
GRD-00417,STU-00417,2024,Second_Term_Jan_Apr,26,0,0,80.4,4.1,LOW
GRD-00418,STU-00418,2023,Second_Term_Jan_Apr,40,0,0,77.8,7.8,LOW
GRD-00419,STU-00419,2024,Second_Term_Jan_Apr,90,4,0,3.3,,HIGH
GRD-00420,STU-00420,2024,Second_Term_Jan_Apr,42,0,0,78.1,3.7,LOW
GRD-00421,STU-00421,2025,First_Term_Sep_Dec,19,1,0,96.1,2.9,LOW
GRD-00422,STU-00422,2025,Third_Term_May_Jul,18,0,0,33.0,,MEDIUM
GRD-00423,STU-00423,2024,Second_Term_Jan_Apr,18,0,0,32.8,0.5,LOW
GRD-00424,STU-00424,2024,Second_Term_Jan_Apr,155,6,0,1.6,,HIGH
GRD-00425,STU-00425,2024,Second_Term_Jan_Apr,72,2,0,18.4,70.4,MEDIUM
GRD-00426,STU-00426,2024,Second_Term_Jan_Apr,10,0,0,23.2,,LOW
GRD-00427,STU-00427,2024,First_Term_Sep_Dec,61,2,0,21.2,55.9,MEDIUM
GRD-00428,STU-00428,2024,Second_Term_Jan_Apr,134,4,0,10.6,,HIGH
GRD-00429,STU-00429,2023,Second_Term_Jan_Apr,19,0,0,38.1,0.6,LOW
GRD-00430,STU-00430,2025,Third_Term_May_Jul,52,3,0,33.4,58.9,MEDIUM
GRD-00431,STU-00431,2023,Third_Term_May_Jul,13,2,0,40.3,81.5,LOW
GRD-00432,STU-00432,2025,Second_Term_Jan_Apr,133,6,0,5.1,,HIGH
GRD-00433,STU-00433,2024,Second_Term_Jan_Apr,112,6,0,5.4,,HIGH
GRD-00434,STU-00434,2024,Second_Term_Jan_Apr,80,3,0,22.7,99.7,MEDIUM
GRD-00435,STU-00435,2024,Third_Term_May_Jul,144,7,0,6.5,,HIGH
GRD-00436,STU-00436,2024,First_Term_Sep_Dec,90,5,0,3.1,,HIGH
GRD-00437,STU-00437,2025,Third_Term_May_Jul,1,2,0,34.4,65.0,LOW
GRD-00438,STU-00438,2023,Third_Term_May_Jul,18,0,0,31.1,0.5,LOW
GRD-00439,STU-00439,2024,Third_Term_May_Jul,32,1,0,96.0,2.4,LOW
GRD-00440,STU-00440,2023,Third_Term_May_Jul,118,2,0,3.5,,HIGH
GRD-00441,STU-00441,2024,Second_Term_Jan_Apr,42,0,0,73.4,4.8,LOW
GRD-00442,STU-00442,2023,Third_Term_May_Jul,186,2,0,4.1,,HIGH
GRD-00443,STU-00443,2024,Second_Term_Jan_Apr,0,0,0,19.1,73.3,LOW
GRD-00444,STU-00444,2024,Second_Term_Jan_Apr,143,6,0,2.5,,HIGH
GRD-00445,STU-00445,2025,First_Term_Sep_Dec,14,0,0,81.0,5.1,LOW
GRD-00446,STU-00446,2025,Third_Term_May_Jul,0,0,1,95.0,4.8,LOW
GRD-00447,STU-00447,2023,Third_Term_May_Jul,13,0,0,26.6,0.5,LOW
GRD-00448,STU-00448,2024,Second_Term_Jan_Apr,1,2,0,21.6,82.1,LOW
GRD-00449,STU-00449,2024,Second_Term_Jan_Apr,90,2,0,1.1,,HIGH
GRD-00450,STU-00450,2023,Second_Term_Jan_Apr,14,0,0,33.8,,LOW
GRD-00451,STU-00451,2024,Third_Term_May_Jul,0,2,1,31.3,82.9,LOW
GRD-00452,STU-00452,2023,Second_Term_Jan_Apr,113,2,0,3.1,,HIGH
GRD-00453,STU-00453,2025,First_Term_Sep_Dec,19,0,0,25.8,,MEDIUM
GRD-00454,STU-00454,2024,Third_Term_May_Jul,17,0,0,27.0,,MEDIUM
GRD-00455,STU-00455,2025,Second_Term_Jan_Apr,47,1,0,23.1,59.2,MEDIUM
GRD-00456,STU-00456,2024,Second_Term_Jan_Apr,56,2,0,24.2,54.2,MEDIUM
GRD-00457,STU-00457,2023,First_Term_Sep_Dec,96,4,0,7.6,,HIGH
GRD-00458,STU-00458,2023,First_Term_Sep_Dec,90,5,0,7.4,,HIGH
GRD-00459,STU-00459,2025,Second_Term_Jan_Apr,13,0,0,32.4,0.2,LOW
GRD-00460,STU-00460,2025,First_Term_Sep_Dec,107,5,0,6.2,,HIGH
GRD-00461,STU-00461,2024,First_Term_Sep_Dec,21,0,0,89.2,2.3,LOW
GRD-00462,STU-00462,2025,Second_Term_Jan_Apr,140,5,0,3.6,,HIGH
GRD-00463,STU-00463,2023,Second_Term_Jan_Apr,41,2,0,74.1,1.8,LOW
GRD-00464,STU-00464,2025,Third_Term_May_Jul,20,2,0,22.8,72.2,LOW
GRD-00465,STU-00465,2025,First_Term_Sep_Dec,102,6,0,5.2,,HIGH
GRD-00466,STU-00466,2023,First_Term_Sep_Dec,41,2,0,31.3,49.6,MEDIUM
GRD-00467,STU-00467,2025,Second_Term_Jan_Apr,22,0,0,24.7,,MEDIUM
GRD-00468,STU-00468,2023,Third_Term_May_Jul,30,0,0,28.7,63.7,LOW
GRD-00469,STU-00469,2023,First_Term_Sep_Dec,22,0,0,86.2,3.7,LOW
GRD-00470,STU-00470,2023,Third_Term_May_Jul,0,2,0,25.6,59.5,LOW
GRD-00471,STU-00471,2023,Third_Term_May_Jul,108,4,0,5.0,,HIGH
GRD-00472,STU-00472,2023,Second_Term_Jan_Apr,35,1,0,84.4,4.6,LOW
GRD-00473,STU-00473,2023,Third_Term_May_Jul,129,7,0,6.4,,HIGH
GRD-00474,STU-00474,2024,First_Term_Sep_Dec,0,1,1,92.2,2.8,LOW
GRD-00475,STU-00475,2025,Third_Term_May_Jul,24,0,0,100.0,1.2,LOW
GRD-00476,STU-00476,2023,First_Term_Sep_Dec,15,1,0,99.9,4.4,LOW
GRD-00477,STU-00477,2024,Second_Term_Jan_Apr,81,1,0,12.8,66.6,MEDIUM
GRD-00478,STU-00478,2023,Third_Term_May_Jul,16,0,0,31.0,0.7,LOW
GRD-00479,STU-00479,2023,Third_Term_May_Jul,164,7,0,4.6,,HIGH
GRD-00480,STU-00480,2025,First_Term_Sep_Dec,0,2,1,18.0,46.0,LOW
GRD-00481,STU-00481,2025,First_Term_Sep_Dec,115,6,0,10.3,,HIGH
GRD-00482,STU-00482,2024,Second_Term_Jan_Apr,20,0,0,36.9,0.4,LOW
GRD-00483,STU-00483,2023,First_Term_Sep_Dec,0,2,1,26.9,50.8,LOW
GRD-00484,STU-00484,2025,First_Term_Sep_Dec,96,4,0,4.9,,HIGH
GRD-00485,STU-00485,2025,First_Term_Sep_Dec,90,7,0,7.3,,HIGH
GRD-00486,STU-00486,2023,Third_Term_May_Jul,0,2,1,36.2,59.7,LOW
GRD-00487,STU-00487,2025,Third_Term_May_Jul,24,0,0,89.7,3.3,LOW
GRD-00488,STU-00488,2025,Third_Term_May_Jul,58,1,0,38.7,44.0,MEDIUM
GRD-00489,STU-00489,2024,First_Term_Sep_Dec,4,1,0,19.2,82.3,LOW
GRD-00490,STU-00490,2024,Third_Term_May_Jul,96,7,0,5.5,,HIGH
GRD-00491,STU-00491,2025,Second_Term_Jan_Apr,27,0,0,79.3,3.1,LOW
GRD-00492,STU-00492,2023,Second_Term_Jan_Apr,0,7,1,5.9,,MEDIUM
GRD-00493,STU-00493,2025,Second_Term_Jan_Apr,0,0,1,32.2,,LOW
GRD-00494,STU-00494,2025,Third_Term_May_Jul,25,1,0,97.0,6.2,LOW
GRD-00495,STU-00495,2023,Second_Term_Jan_Apr,93,3,0,5.0,,HIGH
GRD-00496,STU-00496,2023,Third_Term_May_Jul,125,5,0,8.0,,HIGH
GRD-00497,STU-00497,2024,First_Term_Sep_Dec,24,0,0,86.3,3.6,LOW
GRD-00498,STU-00498,2025,Third_Term_May_Jul,27,1,0,89.4,5.2,LOW
GRD-00499,STU-00499,2025,Third_Term_May_Jul,13,0,0,28.4,,LOW
GRD-00500,STU-00500,2023,First_Term_Sep_Dec,19,0,0,82.9,4.6,LOW
GRD-00501,STU-00501,2024,Third_Term_May_Jul,17,0,0,27.2,0.4,LOW
GRD-00502,STU-00502,2023,Second_Term_Jan_Apr,43,1,0,82.9,4.8,LOW
GRD-00503,STU-00503,2024,Third_Term_May_Jul,22,0,0,25.0,0.1,LOW
GRD-00504,STU-00504,2023,Second_Term_Jan_Apr,27,1,0,21.6,68.1,LOW
GRD-00505,STU-00505,2025,Second_Term_Jan_Apr,45,1,0,79.7,1.2,LOW
GRD-00506,STU-00506,2023,Third_Term_May_Jul,17,1,0,33.8,,MEDIUM
GRD-00507,STU-00507,2023,First_Term_Sep_Dec,17,1,0,76.7,0.8,LOW
GRD-00508,STU-00508,2024,Second_Term_Jan_Apr,26,1,0,73.2,5.8,LOW
GRD-00509,STU-00509,2025,Second_Term_Jan_Apr,16,0,0,32.8,0.4,LOW
GRD-00510,STU-00510,2023,Third_Term_May_Jul,17,0,0,37.7,0.6,LOW
GRD-00511,STU-00511,2025,Third_Term_May_Jul,127,3,0,2.6,,HIGH
GRD-00512,STU-00512,2024,Third_Term_May_Jul,27,1,0,89.7,3.4,LOW
GRD-00513,STU-00513,2025,First_Term_Sep_Dec,90,2,0,3.7,,HIGH
GRD-00514,STU-00514,2025,First_Term_Sep_Dec,22,0,0,97.2,3.1,LOW
GRD-00515,STU-00515,2024,First_Term_Sep_Dec,16,0,0,30.5,0.5,LOW
GRD-00516,STU-00516,2025,Third_Term_May_Jul,20,2,0,24.7,69.1,LOW
GRD-00517,STU-00517,2025,Third_Term_May_Jul,0,2,1,35.3,39.4,LOW
GRD-00518,STU-00518,2024,First_Term_Sep_Dec,0,1,1,16.2,51.8,LOW
GRD-00519,STU-00519,2023,Third_Term_May_Jul,179,7,0,0.7,,HIGH
GRD-00520,STU-00520,2023,First_Term_Sep_Dec,0,0,0,31.5,60.7,LOW
GRD-00521,STU-00521,2023,Third_Term_May_Jul,15,0,0,33.9,0.8,LOW
GRD-00522,STU-00522,2023,First_Term_Sep_Dec,17,0,0,30.6,,MEDIUM
GRD-00523,STU-00523,2023,First_Term_Sep_Dec,8,1,0,23.3,0.6,LOW
GRD-00524,STU-00524,2023,First_Term_Sep_Dec,22,0,0,90.8,3.7,LOW
GRD-00525,STU-00525,2025,Second_Term_Jan_Apr,164,1,0,4.0,,HIGH
GRD-00526,STU-00526,2024,Third_Term_May_Jul,18,0,0,29.7,0.4,LOW
GRD-00527,STU-00527,2023,First_Term_Sep_Dec,41,0,0,25.8,65.6,LOW
GRD-00528,STU-00528,2025,Second_Term_Jan_Apr,17,0,0,34.8,0.5,LOW
GRD-00529,STU-00529,2023,Third_Term_May_Jul,33,1,0,23.9,49.9,MEDIUM
GRD-00530,STU-00530,2025,Third_Term_May_Jul,0,0,1,30.0,78.8,LOW
GRD-00531,STU-00531,2024,Third_Term_May_Jul,15,0,0,27.5,,MEDIUM
GRD-00532,STU-00532,2024,First_Term_Sep_Dec,0,1,1,30.7,61.0,LOW
GRD-00533,STU-00533,2023,First_Term_Sep_Dec,20,0,0,93.2,4.0,LOW
GRD-00534,STU-00534,2024,First_Term_Sep_Dec,18,0,0,34.4,0.5,LOW
GRD-00535,STU-00535,2023,First_Term_Sep_Dec,90,2,0,5.1,,HIGH
GRD-00536,STU-00536,2025,Second_Term_Jan_Apr,107,5,0,3.9,,HIGH
GRD-00537,STU-00537,2024,Second_Term_Jan_Apr,42,2,0,23.7,76.3,MEDIUM
GRD-00538,STU-00538,2024,Second_Term_Jan_Apr,90,4,0,4.4,,HIGH
GRD-00539,STU-00539,2023,Third_Term_May_Jul,31,1,0,100.0,3.3,LOW
GRD-00540,STU-00540,2025,Third_Term_May_Jul,16,0,0,29.3,,MEDIUM
GRD-00541,STU-00541,2024,Second_Term_Jan_Apr,40,0,0,87.7,5.8,LOW
GRD-00542,STU-00542,2024,Second_Term_Jan_Apr,210,5,0,1.7,,HIGH
GRD-00543,STU-00543,2024,First_Term_Sep_Dec,17,0,0,29.6,,MEDIUM
GRD-00544,STU-00544,2023,Third_Term_May_Jul,23,0,0,87.6,7.0,LOW
GRD-00545,STU-00545,2025,Third_Term_May_Jul,9,0,0,36.4,0.9,LOW
GRD-00546,STU-00546,2023,First_Term_Sep_Dec,42,2,0,35.3,39.2,MEDIUM
GRD-00547,STU-00547,2024,First_Term_Sep_Dec,15,0,0,99.7,5.3,LOW
GRD-00548,STU-00548,2023,First_Term_Sep_Dec,90,4,0,5.6,,HIGH
GRD-00549,STU-00549,2025,First_Term_Sep_Dec,0,0,1,34.8,,LOW
GRD-00550,STU-00550,2023,Third_Term_May_Jul,131,4,0,5.9,,HIGH
GRD-00551,STU-00551,2024,Third_Term_May_Jul,21,0,0,85.1,4.3,LOW
GRD-00552,STU-00552,2025,Second_Term_Jan_Apr,119,2,0,2.7,,HIGH
GRD-00553,STU-00553,2024,Third_Term_May_Jul,58,2,0,22.5,83.8,MEDIUM
GRD-00554,STU-00554,2025,Second_Term_Jan_Apr,16,0,0,39.0,,MEDIUM
GRD-00555,STU-00555,2023,Second_Term_Jan_Apr,105,2,0,5.7,,HIGH
GRD-00556,STU-00556,2023,Third_Term_May_Jul,54,2,0,34.0,63.0,MEDIUM
GRD-00557,STU-00557,2024,Third_Term_May_Jul,22,0,0,89.7,2.1,LOW
GRD-00558,STU-00558,2025,First_Term_Sep_Dec,0,0,1,96.5,4.4,LOW
GRD-00559,STU-00559,2025,Second_Term_Jan_Apr,138,5,0,3.9,,HIGH
GRD-00560,STU-00560,2023,Third_Term_May_Jul,22,1,0,90.7,2.6,LOW
GRD-00561,STU-00561,2024,First_Term_Sep_Dec,14,0,0,30.3,,LOW
GRD-00562,STU-00562,2025,Third_Term_May_Jul,184,6,0,2.8,,HIGH
GRD-00563,STU-00563,2025,Third_Term_May_Jul,25,1,0,84.9,4.2,LOW
GRD-00564,STU-00564,2025,Second_Term_Jan_Apr,21,2,0,15.6,65.3,LOW
GRD-00565,STU-00565,2023,Third_Term_May_Jul,64,1,0,38.5,49.6,MEDIUM
GRD-00566,STU-00566,2023,First_Term_Sep_Dec,17,0,0,96.3,3.6,LOW
GRD-00567,STU-00567,2023,Second_Term_Jan_Apr,45,0,0,86.2,3.8,LOW
GRD-00568,STU-00568,2023,Second_Term_Jan_Apr,42,0,0,81.5,3.9,LOW
GRD-00569,STU-00569,2025,First_Term_Sep_Dec,21,1,0,93.6,3.1,LOW
GRD-00570,STU-00570,2023,Second_Term_Jan_Apr,124,2,0,2.1,,HIGH
GRD-00571,STU-00571,2025,Third_Term_May_Jul,29,1,0,97.8,4.4,LOW
GRD-00572,STU-00572,2025,Third_Term_May_Jul,18,0,0,34.9,,MEDIUM
GRD-00573,STU-00573,2025,Third_Term_May_Jul,140,7,0,0.0,,HIGH
GRD-00574,STU-00574,2025,First_Term_Sep_Dec,90,6,0,4.9,,HIGH
GRD-00575,STU-00575,2024,Third_Term_May_Jul,27,0,0,88.0,0.9,LOW
GRD-00576,STU-00576,2025,First_Term_Sep_Dec,22,1,0,85.7,5.3,LOW
GRD-00577,STU-00577,2025,Second_Term_Jan_Apr,35,1,0,84.1,3.1,LOW
GRD-00578,STU-00578,2025,Second_Term_Jan_Apr,24,1,0,80.8,2.2,LOW
GRD-00579,STU-00579,2024,First_Term_Sep_Dec,90,6,0,1.4,,HIGH
GRD-00580,STU-00580,2024,Third_Term_May_Jul,0,1,1,15.5,68.6,LOW
GRD-00581,STU-00581,2024,First_Term_Sep_Dec,23,0,0,33.2,,MEDIUM
GRD-00582,STU-00582,2023,Second_Term_Jan_Apr,116,2,0,5.4,,HIGH
GRD-00583,STU-00583,2025,First_Term_Sep_Dec,17,0,0,97.4,3.3,LOW
GRD-00584,STU-00584,2023,Second_Term_Jan_Apr,1,2,0,26.8,63.1,LOW
GRD-00585,STU-00585,2024,Third_Term_May_Jul,28,0,0,90.3,3.9,LOW
GRD-00586,STU-00586,2023,Third_Term_May_Jul,12,1,0,27.3,42.6,LOW
GRD-00587,STU-00587,2025,First_Term_Sep_Dec,90,5,0,9.6,,HIGH
GRD-00588,STU-00588,2023,Third_Term_May_Jul,17,0,0,30.8,,MEDIUM
GRD-00589,STU-00589,2023,Second_Term_Jan_Apr,16,0,0,30.0,,MEDIUM
GRD-00590,STU-00590,2023,First_Term_Sep_Dec,0,2,1,25.4,54.7,LOW
