student_id,tenant_id,school_type,academic_year,term,fee_payment_days_late,paid_before_resumption,attendance_rate,consecutive_absences,score_avg,subject_failure_count,dropout_risk_label
STU-00274,2,low_cost_private,2023,Term3_Apr_Jul,36.8,0,19.4,7,33.8,3,HIGH
STU-00275,2,low_cost_private,2024,Term1_Sep_Dec,18.6,0,82.9,4,70.2,0,LOW
STU-00276,2,low_cost_private,2024,Term1_Sep_Dec,37.8,0,75.5,1,56.3,3,MEDIUM
STU-00277,2,low_cost_private,2023,Term3_Apr_Jul,22.5,0,49.6,6,20,2,HIGH
STU-00278,1,elite_private,2024,Term3_Apr_Jul,0,1,100,0,100,0,LOW
STU-00279,3,public_state,2023,Term2_Jan_Apr,19.8,0,62.3,1,51.6,1,MEDIUM
STU-00280,2,low_cost_private,2023,Term2_Jan_Apr,30.2,0,55.0,1,52.3,1,MEDIUM
STU-00281,1,elite_private,2025,Term3_Apr_Jul,0,1,97.6,3,96.1,0,LOW
STU-00282,3,public_state,2023,Term3_Apr_Jul,5.6,0,55.0,1,42.0,3,MEDIUM
STU-00283,1,elite_private,2024,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-00284,2,low_cost_private,2023,Term3_Apr_Jul,16.1,0,73.5,11,68.9,0,MEDIUM
STU-00285,2,low_cost_private,2023,Term2_Jan_Apr,25.0,0,79.8,2,36.5,2,MEDIUM
STU-00286,1,elite_private,2024,Term2_Jan_Apr,0,1,98.7,1,99.0,0,LOW
STU-00287,3,public_state,2025,Term2_Jan_Apr,8.1,0,92.0,1,78.1,0,LOW
STU-00288,2,low_cost_private,2025,Term1_Sep_Dec,88.8,0,58.6,15,38.1,3,HIGH
STU-00289,1,elite_private,2024,Term2_Jan_Apr,0,1,99.2,1,81.1,0,LOW
STU-00290,2,low_cost_private,2025,Term1_Sep_Dec,32.8,0,26.5,7,32.7,3,HIGH
STU-00291,2,low_cost_private,2023,Term1_Sep_Dec,29.6,0,60.8,9,49.5,1,MEDIUM
STU-00292,2,low_cost_private,2025,Term1_Sep_Dec,25.7,0,48.2,0,20.8,4,MEDIUM
STU-00293,3,public_state,2025,Term1_Sep_Dec,20.0,0,75.4,1,31.2,2,MEDIUM
STU-00294,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,90.4,0,LOW
STU-00295,3,public_state,2024,Term2_Jan_Apr,32.0,0,53.7,7,39.8,4,HIGH
STU-00296,1,elite_private,2023,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-00297,3,public_state,2025,Term2_Jan_Apr,15.1,0,29.5,15,25.3,4,HIGH
STU-00298,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,82.3,0,LOW
STU-00299,3,public_state,2023,Term1_Sep_Dec,60,0,59.6,6,33.7,4,HIGH
STU-00300,2,low_cost_private,2023,Term1_Sep_Dec,17.2,0,88.4,1,71.5,0,LOW
STU-00301,3,public_state,2023,Term2_Jan_Apr,23.0,0,28.6,0,20,3,MEDIUM
STU-00302,2,low_cost_private,2025,Term2_Jan_Apr,34.3,0,55.9,0,40.1,2,MEDIUM
STU-00303,1,elite_private,2024,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-00304,1,elite_private,2023,Term1_Sep_Dec,0,1,97.6,3,97.6,0,LOW
STU-00305,3,public_state,2025,Term3_Apr_Jul,18.0,0,59.5,0,54.9,1,MEDIUM
STU-00306,2,low_cost_private,2023,Term1_Sep_Dec,55.6,0,52.3,2,41.7,1,MEDIUM
STU-00307,3,public_state,2024,Term2_Jan_Apr,5.2,0,90.9,2,68.3,0,LOW
STU-00308,1,elite_private,2025,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-00309,3,public_state,2023,Term1_Sep_Dec,26.9,0,65.7,4,31.9,2,MEDIUM
STU-00310,2,low_cost_private,2025,Term3_Apr_Jul,89.0,0,59.3,2,69.4,0,MEDIUM
STU-00311,1,elite_private,2023,Term2_Jan_Apr,0,1,98.4,2,80.1,0,LOW
STU-00312,3,public_state,2023,Term3_Apr_Jul,16.5,0,26.7,9,20,3,HIGH
STU-00313,3,public_state,2025,Term2_Jan_Apr,21.9,0,49.9,15,57.7,2,MEDIUM
STU-00314,3,public_state,2023,Term1_Sep_Dec,33.5,0,62.7,0,42.8,3,MEDIUM
STU-00315,3,public_state,2023,Term1_Sep_Dec,19.7,0,61.8,0,64.1,0,LOW
STU-00316,1,elite_private,2023,Term3_Apr_Jul,5.0,0,74.1,6,57.7,3,MEDIUM
STU-00317,2,low_cost_private,2023,Term3_Apr_Jul,15.8,0,86.3,2,83.4,0,LOW
STU-00318,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,84.7,0,LOW
STU-00319,1,elite_private,2023,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-00320,2,low_cost_private,2024,Term1_Sep_Dec,14.9,0,90.9,0,74.1,0,LOW
STU-00321,2,low_cost_private,2023,Term2_Jan_Apr,27.2,0,60.7,2,65.0,0,LOW
STU-00322,2,low_cost_private,2024,Term2_Jan_Apr,23.6,0,63.8,1,40.9,3,MEDIUM
STU-00323,3,public_state,2023,Term3_Apr_Jul,11.2,0,53.9,0,33.0,2,MEDIUM
STU-00324,2,low_cost_private,2024,Term2_Jan_Apr,54.1,0,52.2,14,55.8,0,MEDIUM
STU-00325,3,public_state,2023,Term1_Sep_Dec,48.7,0,53.3,3,29.4,5,HIGH
STU-00326,3,public_state,2025,Term1_Sep_Dec,19.2,0,55.7,3,58.4,0,MEDIUM
STU-00327,2,low_cost_private,2023,Term3_Apr_Jul,23.1,0,35.1,2,39.5,5,HIGH
STU-00328,3,public_state,2025,Term2_Jan_Apr,18.7,0,41.3,15,26.9,4,HIGH
STU-00329,1,elite_private,2024,Term1_Sep_Dec,13.1,0,77.6,3,42.7,3,MEDIUM
STU-00330,3,public_state,2025,Term1_Sep_Dec,24.5,0,59.8,6,57.2,1,MEDIUM
STU-00331,1,elite_private,2025,Term2_Jan_Apr,11.1,0,73.3,0,58.5,3,LOW
STU-00332,3,public_state,2025,Term1_Sep_Dec,26.9,0,59.8,3,26.3,3,HIGH
STU-00333,2,low_cost_private,2023,Term3_Apr_Jul,44.6,0,42.2,4,58.5,0,MEDIUM
STU-00334,2,low_cost_private,2025,Term2_Jan_Apr,16.0,0,90.4,0,66.9,0,LOW
STU-00335,2,low_cost_private,2024,Term3_Apr_Jul,58.6,0,50.1,13,49.0,3,HIGH
STU-00336,3,public_state,2024,Term1_Sep_Dec,23.1,0,41.3,1,33.0,4,HIGH
STU-00337,2,low_cost_private,2023,Term3_Apr_Jul,94.6,0,60.8,1,39.6,5,HIGH
STU-00338,2,low_cost_private,2023,Term3_Apr_Jul,65.5,0,52.5,5,39.4,3,HIGH
STU-00339,1,elite_private,2023,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-00340,2,low_cost_private,2025,Term3_Apr_Jul,15.6,0,51.1,4,49.3,2,MEDIUM
STU-00341,1,elite_private,2024,Term1_Sep_Dec,0,1,99.2,1,83.5,0,LOW
STU-00342,2,low_cost_private,2024,Term1_Sep_Dec,36.9,0,38.5,9,41.0,2,HIGH
STU-00343,2,low_cost_private,2024,Term1_Sep_Dec,21.1,0,65.5,8,49.8,3,MEDIUM
STU-00344,3,public_state,2023,Term3_Apr_Jul,7.7,0,80.6,0,77.2,0,LOW
STU-00345,3,public_state,2024,Term3_Apr_Jul,11.6,0,38.2,6,25,2,MEDIUM
STU-00346,2,low_cost_private,2023,Term3_Apr_Jul,89.1,0,35.3,9,35.9,3,HIGH
STU-00347,3,public_state,2023,Term1_Sep_Dec,37.7,0,24.0,12,49.8,1,HIGH
STU-00348,3,public_state,2024,Term2_Jan_Apr,19.6,0,60.3,6,35.0,3,HIGH
STU-00349,3,public_state,2025,Term3_Apr_Jul,33.9,0,36.2,10,20,4,HIGH
STU-00350,3,public_state,2023,Term1_Sep_Dec,29.6,0,55.6,4,20,3,HIGH
STU-00351,2,low_cost_private,2023,Term1_Sep_Dec,75.5,0,65.5,0,52.8,2,MEDIUM
STU-00352,2,low_cost_private,2023,Term1_Sep_Dec,51.7,0,31.4,8,49.3,2,HIGH
STU-00353,2,low_cost_private,2023,Term1_Sep_Dec,19.3,0,91.1,0,76.0,0,LOW
STU-00354,2,low_cost_private,2024,Term1_Sep_Dec,80.6,0,64.4,0,27.3,5,HIGH
STU-00355,2,low_cost_private,2023,Term1_Sep_Dec,49.2,0,48.0,11,54.2,1,HIGH
STU-00356,3,public_state,2023,Term1_Sep_Dec,40.7,0,58.9,13,21.6,3,HIGH
STU-00357,2,low_cost_private,2025,Term1_Sep_Dec,15.1,0,89.3,2,82.3,0,LOW
STU-00358,2,low_cost_private,2024,Term1_Sep_Dec,29.9,0,28.9,15,22.9,4,HIGH
STU-00359,2,low_cost_private,2023,Term3_Apr_Jul,51.4,0,48.1,4,43.1,3,HIGH
STU-00360,3,public_state,2023,Term3_Apr_Jul,23.1,0,52.4,0,48.8,1,MEDIUM
STU-00361,2,low_cost_private,2024,Term2_Jan_Apr,43.6,0,39.1,4,45.1,3,HIGH
STU-00362,2,low_cost_private,2024,Term3_Apr_Jul,46.4,0,42.1,8,37.4,3,HIGH
STU-00363,1,elite_private,2025,Term3_Apr_Jul,14.0,0,,,,,WITHDRAWN
STU-00364,1,elite_private,2024,Term3_Apr_Jul,12.2,0,54.1,1,29.1,2,MEDIUM
STU-00365,2,low_cost_private,2025,Term2_Jan_Apr,16.3,0,84.9,2,80.6,0,LOW
STU-00366,2,low_cost_private,2025,Term2_Jan_Apr,56.2,0,59.6,4,35.0,3,HIGH
STU-00367,3,public_state,2023,Term3_Apr_Jul,19.4,0,63.0,1,33.8,3,MEDIUM
STU-00368,2,low_cost_private,2024,Term2_Jan_Apr,49.3,0,67.8,10,22.3,5,HIGH
STU-00369,3,public_state,2023,Term3_Apr_Jul,15.9,0,38.6,9,52.4,3,HIGH
STU-00370,1,elite_private,2025,Term2_Jan_Apr,11.4,0,75.7,1,70.3,0,LOW
STU-00371,2,low_cost_private,2023,Term1_Sep_Dec,111.0,0,61.4,0,58.7,0,MEDIUM
STU-00372,3,public_state,2025,Term1_Sep_Dec,13.4,0,53.7,6,26.4,4,MEDIUM
STU-00373,3,public_state,2023,Term3_Apr_Jul,2.1,0,84.5,1,71.3,0,LOW
STU-00374,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,91.7,0,LOW
STU-00375,2,low_cost_private,2025,Term2_Jan_Apr,29.7,0,51.4,1,74.4,0,LOW
STU-00376,3,public_state,2023,Term2_Jan_Apr,48.5,0,52.4,3,34.7,3,HIGH
STU-00377,1,elite_private,2024,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-00378,3,public_state,2025,Term1_Sep_Dec,52.8,0,45.6,12,37.8,4,HIGH
STU-00379,2,low_cost_private,2024,Term1_Sep_Dec,79.5,0,53.8,13,30.9,3,HIGH
STU-00380,2,low_cost_private,2023,Term2_Jan_Apr,25.9,0,33.6,0,26.3,4,MEDIUM
STU-00381,2,low_cost_private,2024,Term2_Jan_Apr,18.1,0,42.5,10,37.7,3,HIGH
STU-00382,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,87.7,0,LOW
STU-00383,2,low_cost_private,2024,Term2_Jan_Apr,17.2,0,71.2,4,47.7,4,MEDIUM
STU-00384,2,low_cost_private,2025,Term2_Jan_Apr,19.5,0,84.8,1,80.3,0,LOW
STU-00385,2,low_cost_private,2025,Term2_Jan_Apr,57.9,0,44.2,4,39.3,5,HIGH
STU-00386,2,low_cost_private,2024,Term2_Jan_Apr,38.1,0,46.1,7,25.9,3,HIGH
STU-00387,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,83.0,0,LOW
STU-00388,3,public_state,2023,Term3_Apr_Jul,2.2,0,34.5,13,20,4,HIGH
STU-00389,2,low_cost_private,2025,Term3_Apr_Jul,34.6,0,46.9,5,60.8,1,MEDIUM
STU-00390,2,low_cost_private,2025,Term2_Jan_Apr,18.3,0,50.4,2,27.3,3,MEDIUM
STU-00391,1,elite_private,2025,Term1_Sep_Dec,0.1,0,85.9,4,44.0,4,MEDIUM
STU-00392,3,public_state,2025,Term1_Sep_Dec,37.4,0,52.0,0,37.0,6,HIGH
STU-00393,2,low_cost_private,2024,Term1_Sep_Dec,39.3,0,54.1,10,36.0,5,HIGH
STU-00394,3,public_state,2025,Term3_Apr_Jul,16.2,0,35.4,9,20,2,HIGH
STU-00395,2,low_cost_private,2025,Term3_Apr_Jul,64.8,0,43.8,9,32.7,4,HIGH
STU-00396,1,elite_private,2025,Term2_Jan_Apr,4.5,0,84.7,5,63.8,0,LOW
STU-00397,3,public_state,2024,Term1_Sep_Dec,26.8,0,75.0,1,72.7,0,LOW
STU-00398,3,public_state,2024,Term1_Sep_Dec,5.0,0,88.2,2,80.0,0,LOW
STU-00399,2,low_cost_private,2023,Term3_Apr_Jul,40.1,0,48.0,13,37.9,2,HIGH
STU-00400,3,public_state,2025,Term3_Apr_Jul,34.1,0,49.5,3,31.7,4,HIGH
STU-00401,3,public_state,2025,Term2_Jan_Apr,17.5,0,58.2,1,78.6,0,LOW
STU-00402,3,public_state,2025,Term3_Apr_Jul,60,0,41.6,3,20,4,HIGH
STU-00403,1,elite_private,2025,Term3_Apr_Jul,0,1,100,0,99.6,0,LOW
STU-00404,2,low_cost_private,2025,Term3_Apr_Jul,73.9,0,56.0,4,29.1,5,HIGH
STU-00405,3,public_state,2024,Term2_Jan_Apr,23.6,0,56.0,11,44.6,3,HIGH
STU-00406,3,public_state,2024,Term1_Sep_Dec,18.7,0,69.8,0,46.9,1,MEDIUM
STU-00407,2,low_cost_private,2025,Term3_Apr_Jul,77.0,0,54.5,1,56.2,0,MEDIUM
STU-00408,2,low_cost_private,2025,Term3_Apr_Jul,15.5,0,86.4,0,79.2,0,LOW
STU-00409,1,elite_private,2024,Term3_Apr_Jul,0,1,98.3,1,87.0,0,LOW
STU-00410,3,public_state,2025,Term2_Jan_Apr,9.2,0,35.6,6,31.9,3,HIGH
STU-00411,1,elite_private,2023,Term3_Apr_Jul,0,1,99.7,0,94.3,0,LOW
STU-00412,2,low_cost_private,2023,Term3_Apr_Jul,16.2,0,87.4,0,73.5,0,LOW
STU-00413,2,low_cost_private,2025,Term3_Apr_Jul,32.7,0,46.1,11,33.5,5,HIGH
STU-00414,2,low_cost_private,2025,Term2_Jan_Apr,71.8,0,52.9,10,44.0,3,HIGH
STU-00415,2,low_cost_private,2025,Term3_Apr_Jul,20.3,0,83.9,0,71.3,0,LOW
STU-00416,3,public_state,2024,Term3_Apr_Jul,13.9,0,35.1,12,20,3,HIGH
STU-00417,2,low_cost_private,2025,Term2_Jan_Apr,30.2,0,42.4,11,37.7,3,HIGH
STU-00418,3,public_state,2025,Term3_Apr_Jul,6.6,0,83.9,1,74.6,0,LOW
STU-00419,1,elite_private,2025,Term3_Apr_Jul,0.7,0,76.4,0,51.1,2,LOW
STU-00420,1,elite_private,2024,Term3_Apr_Jul,0,1,99.2,1,91.0,0,LOW
STU-00421,3,public_state,2024,Term2_Jan_Apr,15.8,0,54.1,6,23.0,4,HIGH
STU-00422,3,public_state,2025,Term1_Sep_Dec,14.2,0,58.0,2,57.0,1,MEDIUM
STU-00423,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,87.8,0,LOW
STU-00424,3,public_state,2024,Term3_Apr_Jul,24.4,0,63.8,0,64.9,0,LOW
STU-00425,2,low_cost_private,2023,Term3_Apr_Jul,20.5,0,86.9,1,77.3,0,LOW
STU-00426,3,public_state,2024,Term3_Apr_Jul,44.4,0,59.8,8,25.1,5,HIGH
STU-00427,1,elite_private,2023,Term1_Sep_Dec,10.0,0,59.0,3,48.6,0,MEDIUM
STU-00428,2,low_cost_private,2023,Term2_Jan_Apr,53.9,0,24.3,14,30.1,4,HIGH
STU-00429,1,elite_private,2023,Term1_Sep_Dec,0,1,98.4,2,88.3,0,LOW
STU-00430,2,low_cost_private,2024,Term2_Jan_Apr,46.4,0,70.0,4,38.6,3,HIGH
STU-00431,2,low_cost_private,2024,Term2_Jan_Apr,83.3,0,48.4,13,30.6,6,HIGH
STU-00432,1,elite_private,2025,Term1_Sep_Dec,0,1,99.2,0,89.2,0,LOW
STU-00433,2,low_cost_private,2025,Term3_Apr_Jul,23.3,0,41.3,0,30.1,4,MEDIUM
STU-00434,2,low_cost_private,2025,Term1_Sep_Dec,36.0,0,40.2,8,42.9,2,HIGH
STU-00435,2,low_cost_private,2025,Term3_Apr_Jul,38.3,0,41.6,13,52.5,5,HIGH
STU-00436,2,low_cost_private,2023,Term2_Jan_Apr,53.4,0,46.2,9,42.3,2,HIGH
STU-00437,3,public_state,2024,Term2_Jan_Apr,20.0,0,54.0,0,36.8,3,MEDIUM
STU-00438,3,public_state,2025,Term2_Jan_Apr,20.5,0,59.4,2,43.8,3,MEDIUM
STU-00439,2,low_cost_private,2023,Term2_Jan_Apr,35.8,0,68.3,6,30.6,5,HIGH
STU-00440,1,elite_private,2025,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-00441,1,elite_private,2024,Term1_Sep_Dec,14,0,,,,,WITHDRAWN
STU-00442,1,elite_private,2023,Term2_Jan_Apr,0,1,100,0,96.8,0,LOW
STU-00443,1,elite_private,2024,Term1_Sep_Dec,5.7,0,66.9,0,63.6,1,LOW
STU-00444,3,public_state,2023,Term2_Jan_Apr,32.3,0,45.0,10,29.0,5,HIGH
STU-00445,3,public_state,2025,Term3_Apr_Jul,33.3,0,48.8,4,41.5,5,HIGH
STU-00446,2,low_cost_private,2023,Term1_Sep_Dec,12.7,0,88.4,0,72.5,0,LOW
STU-00447,1,elite_private,2025,Term3_Apr_Jul,0,1,98.9,1,96.1,0,LOW
STU-00448,2,low_cost_private,2025,Term1_Sep_Dec,23.5,0,39.6,11,44.7,4,HIGH
STU-00449,2,low_cost_private,2025,Term3_Apr_Jul,13.6,0,64.0,1,36.5,2,MEDIUM
STU-00450,3,public_state,2024,Term1_Sep_Dec,15.6,0,48.1,3,44.9,4,HIGH
STU-00451,2,low_cost_private,2025,Term1_Sep_Dec,31.3,0,36.4,11,32.7,2,HIGH
STU-00452,2,low_cost_private,2024,Term3_Apr_Jul,43.1,0,36.6,11,34.0,5,HIGH
STU-00453,2,low_cost_private,2025,Term2_Jan_Apr,83.1,0,49.3,4,26.3,5,HIGH
STU-00454,2,low_cost_private,2023,Term3_Apr_Jul,13.5,0,84.8,0,79.6,0,LOW
STU-00455,1,elite_private,2025,Term2_Jan_Apr,0,1,100,0,96.7,0,LOW
STU-00456,1,elite_private,2025,Term1_Sep_Dec,0,1,100,0,85.5,0,LOW
STU-00457,2,low_cost_private,2025,Term1_Sep_Dec,98.9,0,50.3,10,53.0,2,HIGH
STU-00458,2,low_cost_private,2023,Term3_Apr_Jul,21.3,0,28.5,8,40.0,4,HIGH
STU-00459,2,low_cost_private,2024,Term3_Apr_Jul,61.1,0,48.3,8,35.6,3,HIGH
STU-00460,2,low_cost_private,2024,Term2_Jan_Apr,34.7,0,60.5,9,39.5,4,HIGH
STU-00461,2,low_cost_private,2023,Term3_Apr_Jul,54.7,0,50.0,9,34.3,4,HIGH
STU-00462,2,low_cost_private,2025,Term2_Jan_Apr,45.4,0,57.4,0,51.1,3,MEDIUM
STU-00463,3,public_state,2023,Term2_Jan_Apr,23.9,0,71.9,0,38.9,6,MEDIUM
STU-00464,2,low_cost_private,2024,Term3_Apr_Jul,69.8,0,65.5,0,50.3,3,MEDIUM
STU-00465,2,low_cost_private,2023,Term2_Jan_Apr,24.7,0,87.3,1,39.4,2,MEDIUM
STU-00466,3,public_state,2023,Term1_Sep_Dec,60,0,59.2,1,49.9,3,MEDIUM
STU-00467,2,low_cost_private,2024,Term3_Apr_Jul,34.1,0,27.9,4,38.6,4,HIGH
STU-00468,3,public_state,2024,Term2_Jan_Apr,52.8,0,53.1,10,24.1,3,HIGH
STU-00469,2,low_cost_private,2024,Term2_Jan_Apr,34.2,0,56.3,12,65.4,0,MEDIUM
STU-00470,2,low_cost_private,2023,Term1_Sep_Dec,41.3,0,34.0,15,33.6,2,HIGH
STU-00471,1,elite_private,2024,Term2_Jan_Apr,4.2,0,82.3,0,53.0,2,LOW
STU-00472,2,low_cost_private,2023,Term3_Apr_Jul,33.1,0,47.6,4,29.1,2,HIGH
STU-00473,3,public_state,2023,Term1_Sep_Dec,16.3,0,46.9,11,58.6,2,MEDIUM
STU-00474,2,low_cost_private,2024,Term2_Jan_Apr,42.5,0,34.6,13,37.1,3,HIGH
STU-00475,3,public_state,2025,Term2_Jan_Apr,6.9,0,89.6,1,66.1,0,LOW
STU-00476,2,low_cost_private,2023,Term2_Jan_Apr,48.3,0,35.1,12,29.2,4,HIGH
STU-00477,2,low_cost_private,2024,Term3_Apr_Jul,31.9,0,37.4,5,30.0,3,HIGH
STU-00478,3,public_state,2024,Term3_Apr_Jul,15.2,0,31.1,5,24.6,3,HIGH
STU-00479,3,public_state,2025,Term3_Apr_Jul,36.4,0,55.7,4,20,5,HIGH
STU-00480,2,low_cost_private,2023,Term1_Sep_Dec,31.1,0,68.4,1,50.8,3,MEDIUM
STU-00481,1,elite_private,2025,Term2_Jan_Apr,0,1,98.4,2,83.8,0,LOW
STU-00482,1,elite_private,2024,Term2_Jan_Apr,0,1,100,0,84.5,0,LOW
STU-00483,1,elite_private,2024,Term2_Jan_Apr,6.2,0,55.6,2,70.4,1,LOW
STU-00484,3,public_state,2023,Term3_Apr_Jul,7.0,0,46.0,3,33.7,3,HIGH
STU-00485,2,low_cost_private,2023,Term1_Sep_Dec,50.8,0,51.0,1,47.8,2,MEDIUM
STU-00486,3,public_state,2024,Term2_Jan_Apr,45.6,0,51.2,4,39.2,3,HIGH
STU-00487,1,elite_private,2025,Term1_Sep_Dec,0,1,99.0,1,95.1,0,LOW
STU-00488,2,low_cost_private,2023,Term2_Jan_Apr,88.0,0,50.5,0,45.5,3,MEDIUM
STU-00489,2,low_cost_private,2025,Term2_Jan_Apr,36.7,0,35.3,4,32.1,3,HIGH
STU-00490,1,elite_private,2024,Term3_Apr_Jul,0,1,99.2,1,91.2,0,LOW
STU-00491,1,elite_private,2024,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-00492,2,low_cost_private,2024,Term2_Jan_Apr,60.7,0,56.1,4,33.3,6,HIGH
STU-00493,3,public_state,2025,Term1_Sep_Dec,29.8,0,68.9,7,41.6,2,MEDIUM
STU-00494,3,public_state,2023,Term2_Jan_Apr,11.0,0,77.9,0,48.0,2,LOW
STU-00495,2,low_cost_private,2024,Term3_Apr_Jul,34.0,0,67.6,5,50.5,0,MEDIUM
STU-00496,2,low_cost_private,2025,Term1_Sep_Dec,62.0,0,58.9,11,51.2,2,HIGH
STU-00497,1,elite_private,2023,Term1_Sep_Dec,0,1,68.7,1,62.2,0,LOW
STU-00498,2,low_cost_private,2025,Term2_Jan_Apr,19.4,0,87.5,1,79.7,0,LOW
STU-00499,2,low_cost_private,2025,Term3_Apr_Jul,40.2,0,40.0,13,20,4,HIGH
STU-00500,1,elite_private,2024,Term1_Sep_Dec,1.3,0,56.0,2,31.8,4,MEDIUM
STU-00501,3,public_state,2025,Term3_Apr_Jul,60,0,36.9,3,33.9,5,HIGH
STU-00502,3,public_state,2024,Term3_Apr_Jul,25.2,0,32.3,13,33.1,4,HIGH
STU-00503,3,public_state,2025,Term1_Sep_Dec,25.1,0,59.6,10,37.5,2,HIGH
STU-00504,1,elite_private,2023,Term3_Apr_Jul,0,1,99.2,1,93.8,0,LOW
STU-00505,1,elite_private,2024,Term3_Apr_Jul,0,1,54.4,7,47.6,2,MEDIUM
STU-00506,1,elite_private,2023,Term2_Jan_Apr,0,1,98.4,2,86.6,0,LOW
STU-00507,3,public_state,2025,Term1_Sep_Dec,26.4,0,61.3,3,37.0,4,HIGH
STU-00508,1,elite_private,2023,Term3_Apr_Jul,0,1,98.4,2,91.1,0,LOW
STU-00509,3,public_state,2025,Term2_Jan_Apr,37.9,0,52.0,1,21.7,5,HIGH
STU-00510,2,low_cost_private,2025,Term2_Jan_Apr,70.9,0,67.0,1,41.9,2,MEDIUM
STU-00511,2,low_cost_private,2024,Term2_Jan_Apr,18.4,0,50.2,10,21.4,3,HIGH
STU-00512,1,elite_private,2024,Term2_Jan_Apr,0,1,77.3,3,65.0,0,LOW
STU-00513,3,public_state,2024,Term1_Sep_Dec,18.5,0,73.9,2,49.2,0,MEDIUM
STU-00514,2,low_cost_private,2023,Term3_Apr_Jul,15.8,0,83.1,1,77.9,0,LOW
STU-00515,1,elite_private,2023,Term2_Jan_Apr,0,1,100,0,89.2,0,LOW
STU-00516,2,low_cost_private,2025,Term3_Apr_Jul,80.5,0,53.8,13,34.6,4,HIGH
STU-00517,1,elite_private,2024,Term1_Sep_Dec,0,1,100,0,99.2,0,LOW
STU-00518,2,low_cost_private,2023,Term3_Apr_Jul,30.8,0,39.0,5,20,3,HIGH
STU-00519,1,elite_private,2025,Term3_Apr_Jul,14,0,,,,,WITHDRAWN
STU-00520,2,low_cost_private,2023,Term2_Jan_Apr,16.6,0,91.3,0,80.9,0,LOW
STU-00521,2,low_cost_private,2023,Term3_Apr_Jul,35.5,0,28.5,12,28.4,2,HIGH
STU-00522,3,public_state,2023,Term3_Apr_Jul,47.8,0,57.3,4,30.8,3,HIGH
STU-00523,1,elite_private,2025,Term2_Jan_Apr,14,0,,,,,WITHDRAWN
STU-00524,3,public_state,2023,Term3_Apr_Jul,38.0,0,46.8,5,21.2,3,HIGH
STU-00525,1,elite_private,2023,Term3_Apr_Jul,0,1,100,0,93.4,0,LOW
STU-00526,3,public_state,2024,Term2_Jan_Apr,14.9,0,70.1,0,34.6,5,MEDIUM
STU-00527,3,public_state,2025,Term3_Apr_Jul,13.6,0,31.7,6,64.8,0,MEDIUM
STU-00528,1,elite_private,2025,Term3_Apr_Jul,0,1,99.2,1,99.1,0,LOW
STU-00529,3,public_state,2023,Term2_Jan_Apr,8.9,0,89.1,1,71.7,0,LOW
STU-00530,1,elite_private,2024,Term2_Jan_Apr,2.0,0,74.9,1,50.6,1,MEDIUM
STU-00531,2,low_cost_private,2024,Term2_Jan_Apr,62.0,0,50.9,14,49.7,2,HIGH
STU-00532,3,public_state,2024,Term3_Apr_Jul,5.4,0,34.2,4,63.4,0,MEDIUM
STU-00533,1,elite_private,2025,Term2_Jan_Apr,0,1,98.4,2,83.8,0,LOW
STU-00534,2,low_cost_private,2023,Term3_Apr_Jul,38.2,0,40.6,9,54.6,2,HIGH
STU-00535,2,low_cost_private,2023,Term3_Apr_Jul,22.5,0,71.8,1,44.1,2,MEDIUM
STU-00536,3,public_state,2024,Term1_Sep_Dec,6.8,0,88.1,1,69.0,0,LOW
STU-00537,1,elite_private,2024,Term2_Jan_Apr,3.2,0,71.6,0,85,0,LOW
STU-00538,1,elite_private,2023,Term1_Sep_Dec,2.8,0,100,0,84.9,0,LOW
STU-00539,2,low_cost_private,2025,Term1_Sep_Dec,20.1,0,89.1,2,84.7,0,LOW
STU-00540,2,low_cost_private,2024,Term1_Sep_Dec,68.5,0,55.6,8,58.7,1,HIGH
STU-00541,3,public_state,2023,Term1_Sep_Dec,9.0,0,97.2,0,63.3,0,LOW
STU-00542,2,low_cost_private,2024,Term1_Sep_Dec,61.1,0,63.9,11,46.2,2,HIGH
STU-00543,3,public_state,2025,Term3_Apr_Jul,35.5,0,17.8,13,20,3,HIGH
STU-00544,2,low_cost_private,2025,Term2_Jan_Apr,18.7,0,85.6,1,83.6,0,LOW
STU-00545,3,public_state,2024,Term2_Jan_Apr,60,0,51.4,3,57.6,0,MEDIUM
STU-00546,2,low_cost_private,2025,Term1_Sep_Dec,71.3,0,62.6,8,51.9,2,HIGH
